idx,s,r,o,gold_start,gold_end,pred_text,pred_start,pred_end,giou_top1,aeiou_top1,ae_start_top1,ae_end_top1,ae_avg_top1,ctx_1hop,ctx_2hop,ctx_used,prompt_chars,prompt_preview
565,83,0,84,,1920,Answer: 1872-1921,1872,1921,0.0,0.0,,1,,0,0,0,527,
566,10693,22,9629,2013,2014,Answer: 2007-2011,2007,2011,-0.125,0.125,6,3,4.5,0,0,0,666,
567,12382,22,9998,1994,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
568,9965,22,9775,2011,2012,Answer: 2008-2013,2008,2013,0.3333333333333333,0.3333333333333333,3,1,2.0,0,0,0,668,
569,5420,16,5421,1951,1951,Answer: 1949-1990,1949,1990,0.023809523809523808,0.023809523809523808,2,39,20.5,0,0,0,543,
570,3631,14,3458,2001,2005,Answer: 2001-2005,2001,2005,1.0,1.0,0,0,0.0,0,0,0,582,
571,12184,22,10826,1991,1996,Answer: 1990-1997,1990,1997,0.75,0.75,1,1,1.0,0,0,0,722,
572,10473,22,9918,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,724,
573,11850,22,10057,2000,2003,Answer: 2006-2009,2006,2009,-0.2,0.1,6,6,6.0,0,0,0,672,
574,11327,22,10767,2001,2005,Answer: 2007-2008,2007,2008,-0.125,0.125,6,3,4.5,0,0,0,672,
575,12049,22,11220,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
576,2862,12,2027,1949,1950,Answer: ####-####,,,0.0,0.0,,,,0,0,0,675,
577,7906,17,7913,2010,2010,Answer: 1995-2015,1995,2015,0.047619047619047616,0.047619047619047616,15,5,10.0,0,0,0,719,
578,10684,22,10041,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,664,
579,11463,22,10042,1994,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,726,
580,124,1,125,1920,,Answer: 1945-2024,1945,2024,0.0,0.0,25,,,0,0,0,689,
581,12440,22,10140,2002,2003,Answer: 2003-2007,2003,2007,0.16666666666666666,0.16666666666666666,1,4,2.5,0,0,0,672,
582,2643,10,2951,1944,1945,Answer: ####-####,,,0.0,0.0,,,,0,0,0,691,
583,8584,17,8632,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,699,
584,8777,20,7094,2014,2014,Answer: 2015-2020,2015,2020,0.0,0.14285714285714285,1,6,3.5,0,0,0,746,
585,1177,1,1142,1871,,Answer: 1871-1918,1871,1918,0.0,0.0,0,,,0,0,0,709,
586,12098,22,10168,2013,2013,Answer: 2013-2013,2013,2013,1.0,1.0,0,0,0.0,0,0,0,670,
587,11919,22,10583,2008,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,684,
588,12045,22,10273,2009,2009,Answer: 2010-2011,2010,2011,0.0,0.3333333333333333,1,2,1.5,0,0,0,668,
589,8056,17,8058,2010,2010,Answer: 2009-2009,2009,2009,0.0,0.5,1,1,1.0,0,0,0,721,
590,9922,22,9924,2008,2010,Answer: 2010-2012,2010,2012,0.2,0.2,2,2,2.0,0,0,0,694,
591,1370,1,129,1920,,Answer: 1790-1790,1790,1790,0.0,0.0,130,,,0,0,0,685,
592,11684,22,9809,2009,2009,Answer: 2003-2005,2003,2005,-0.42857142857142855,0.14285714285714285,6,4,5.0,0,0,0,708,
593,1392,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,672,
594,6053,17,8528,1993,1993,Answer: 1974-2009,1974,2009,0.027777777777777776,0.027777777777777776,19,16,17.5,0,0,0,741,
595,11163,22,10268,2009,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
596,12105,22,10004,2010,2011,Answer: 2011-2011,2011,2011,0.5,0.5,1,0,0.5,0,0,0,668,
597,10382,22,9663,2012,2013,Answer: 2010-2011,2010,2011,0.0,0.25,2,2,2.0,0,0,0,682,
598,11813,22,11478,2015,,Answer: 2017-2018,2017,2018,0.0,0.0,2,,,0,0,0,684,
599,10067,22,9923,2008,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
600,8943,17,6780,1981,1981,Answer: 1981-1981,1981,1981,1.0,1.0,0,0,0.0,0,0,0,695,
601,12483,22,10675,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
602,8892,17,7513,1988,1988,Answer: 1989-1989,1989,1989,0.0,0.5,1,1,1.0,0,0,0,705,
603,7130,17,5924,1997,1997,Answer: ####-####,,,0.0,0.0,,,,0,0,0,701,
604,1309,1,1210,1871,1920,Answer: 1940-1944,1940,1944,-0.25675675675675674,0.013513513513513514,69,24,46.5,0,0,0,707,
605,11048,22,10587,2011,2012,Answer: 2004-2005,2004,2005,-0.5555555555555556,0.1111111111111111,7,7,7.0,0,0,0,704,
606,11740,22,9741,1995,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,726,
607,2059,6,2060,1918,1918,Answer: 1878-2024,1878,2024,0.006802721088435374,0.006802721088435374,40,106,73.0,0,0,0,644,
608,4523,14,3458,2001,2005,Answer: 2001-2005,2001,2005,1.0,1.0,0,0,0.0,0,0,0,572,
609,7312,20,5700,2010,2010,Answer: 2010-2010,2010,2010,1.0,1.0,0,0,0.0,0,0,0,726,
610,11240,22,11241,2011,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
611,11468,22,9586,2001,2002,Answer: 1999-2002,1999,2002,0.5,0.5,2,0,1.0,0,0,0,734,
612,6964,17,6240,2008,2008,Answer: 2008-2022,2008,2022,0.06666666666666667,0.06666666666666667,0,14,7.0,0,0,0,540,
613,2742,9,2491,2012,,Answer: 2012-2012,2012,2012,0.0,0.0,0,,,0,0,0,710,
614,2664,9,2486,1978,,Answer: 1978-2024,1978,2024,0.0,0.0,0,,,0,0,0,672,
615,8389,17,6512,1961,1961,Answer: 1961-1961,1961,1961,1.0,1.0,0,0,0.0,0,0,0,687,
616,6663,20,6677,2002,2002,Answer: 1999-2007,1999,2007,0.1111111111111111,0.1111111111111111,3,5,4.0,0,0,0,738,
617,10951,22,9957,2010,2011,Answer: 2010-2011,2010,2011,1.0,1.0,0,0,0.0,0,0,0,680,
618,8974,20,7473,1982,1982,Answer: 1976-1999,1976,1999,0.041666666666666664,0.041666666666666664,6,17,11.5,0,0,0,732,
619,12357,22,9767,2002,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,722,
620,11807,22,10509,2010,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,720,
621,12428,22,11596,1976,1990,Answer: 1978-1990,1978,1990,0.8666666666666667,0.8666666666666667,2,0,1.0,0,0,0,752,
622,11128,22,10219,2009,2010,Answer: 2007-2008,2007,2008,0.0,0.25,2,2,2.0,0,0,0,696,
623,10700,22,9816,2003,2003,Answer: 2002-2003,2002,2003,0.5,0.5,1,0,0.5,0,0,0,724,
624,3093,17,5947,1954,1954,Answer: ####-####,,,0.0,0.0,,,,0,0,0,703,
625,11723,22,11315,1971,1974,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
626,9844,22,9845,2015,2017,Answer: 2019-2020,2019,2020,-0.16666666666666666,0.16666666666666666,4,3,3.5,0,0,0,684,
627,9958,22,9959,2014,,Answer: 2013-2015,2013,2015,0.0,0.0,1,,,0,0,0,700,
628,11529,22,11530,1997,1997,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
629,11813,22,10589,2009,2010,Answer: 2012-2013,2012,2013,-0.2,0.2,3,3,3.0,0,0,0,698,
630,6247,23,2935,,1971,Answer: 1959-1963,1959,1963,0.0,0.0,,8,,0,0,0,674,
631,11893,22,11133,2013,2014,Answer: 2006-2008,2006,2008,-0.4444444444444444,0.1111111111111111,7,6,6.5,0,0,0,694,
632,11394,22,9732,2007,2008,Answer: 2006-2008,2006,2008,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,612,
633,10737,22,10316,2001,2003,Answer: 1999-2002,1999,2002,0.4,0.4,2,1,1.5,0,0,0,728,
634,10446,22,10447,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
635,10317,22,10093,2004,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
636,11726,22,11611,2004,2004,Answer: 2007-2008,2007,2008,-0.4,0.2,3,4,3.5,0,0,0,684,
637,11757,22,11096,2008,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,699,
638,7573,20,6706,1922,1922,Answer: 1930-1930,1930,1930,-0.7777777777777778,0.1111111111111111,8,8,8.0,0,0,0,724,
639,2794,14,3922,1994,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,538,
640,5671,17,6764,1999,1999,Answer: 1987-2006,1987,2006,0.05,0.05,12,7,9.5,0,0,0,695,
641,11610,22,10975,2006,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,641,
642,11316,22,9966,2010,2013,Answer: 2010-2012,2010,2012,0.75,0.75,0,1,0.5,0,0,0,682,
643,11724,22,10430,2014,,Answer: 2013-2014,2013,2014,0.0,0.0,1,,,0,0,0,684,
644,12120,22,11236,2009,2012,Answer: 2010-2012,2010,2012,0.75,0.75,1,0,0.5,0,0,0,714,
645,7704,17,7454,1984,1984,Answer: ####-####,,,0.0,0.0,,,,0,0,0,709,
646,1435,1,125,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,691,
647,3115,14,3853,2012,2014,Answer: 2012-2017,2012,2017,0.5,0.5,0,3,1.5,0,0,0,614,
648,11063,22,9574,1998,2001,Answer: 2004-2005,2004,2005,-0.25,0.125,6,4,5.0,0,0,0,674,
649,11904,22,10457,1999,2003,Answer: 2010-2011,2010,2011,-0.46153846153846156,0.07692307692307693,11,8,9.5,0,0,0,688,
650,12483,22,10632,2004,2004,Answer: 2002-2004,2002,2004,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,738,
651,8568,20,8570,2007,2007,Answer: 1990-2019,1990,2019,0.03333333333333333,0.03333333333333333,17,12,14.5,0,0,0,740,
652,9404,20,6706,1925,1925,Answer: ####-####,,,0.0,0.0,,,,0,0,0,742,
653,139,1,125,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,717,
654,9111,20,7513,1993,1993,Answer: 1971-2000,1971,2000,0.03333333333333333,0.03333333333333333,22,7,14.5,0,0,0,718,
655,11164,22,11165,2004,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
656,12157,22,10831,2008,2012,Answer: 2007-2009,2007,2009,0.3333333333333333,0.3333333333333333,1,3,2.0,0,0,0,672,
657,4796,14,3457,2005,2010,Answer: 2005-2010,2005,2010,1.0,1.0,0,0,0.0,0,0,0,582,
658,3214,14,4350,1848,1848,Answer: 1860-1861,1860,1861,-0.7857142857142857,0.07142857142857142,12,13,12.5,0,0,0,586,
659,5479,16,5488,1999,1999,Answer: 1996-1999,1996,1999,0.25,0.25,3,0,1.5,0,0,0,731,
660,7089,20,7513,1974,1974,Answer: 1971-2001,1971,2001,0.03225806451612903,0.03225806451612903,3,27,15.0,0,0,0,716,
661,8674,20,7802,2008,2008,Answer: 2013-2024,2013,2024,-0.23529411764705882,0.058823529411764705,5,16,10.5,0,0,0,702,
662,8167,17,5862,1902,1902,Answer: 1888-1905,1888,1905,0.05555555555555555,0.05555555555555555,14,3,8.5,0,0,0,683,
663,12259,22,10253,2004,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,668,
664,2868,17,6221,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,685,
665,3989,14,3473,1997,2001,Answer: 1997-2001,1997,2001,1.0,1.0,0,0,0.0,0,0,0,578,
666,5698,22,9738,1996,1997,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
667,12487,22,9574,2000,2008,Answer: 2000-2006,2000,2006,0.7777777777777778,0.7777777777777778,0,2,1.0,0,0,0,678,
668,10837,22,10801,1997,1997,Answer: 1990-1995,1990,1995,-0.125,0.125,7,2,4.5,0,0,0,674,
669,12071,22,9713,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
670,9864,22,9735,1989,1990,Answer: 1992-1993,1992,1993,-0.2,0.2,3,3,3.0,0,0,0,672,
671,9015,20,7862,1998,1998,Answer: 1989-2011,1989,2011,0.043478260869565216,0.043478260869565216,9,13,11.0,0,0,0,724,
672,8288,17,6240,1988,1988,Answer: 1982-1990,1982,1990,0.1111111111111111,0.1111111111111111,6,2,4.0,0,0,0,546,
673,8025,17,6144,2014,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,684,
674,12326,22,10378,2007,2008,Answer: 2007-2008,2007,2008,1.0,1.0,0,0,0.0,0,0,0,682,
675,4852,14,3431,2002,2007,Answer: 1986-1997,1986,1997,-0.18181818181818182,0.045454545454545456,16,10,13.0,0,0,0,726,
676,10710,22,10538,1988,1990,Answer: 1988-1991,1988,1991,0.75,0.75,0,1,0.5,0,0,0,684,
677,9113,20,7091,1999,1999,Answer: 1991-2002,1991,2002,0.08333333333333333,0.08333333333333333,8,3,5.5,0,0,0,694,
678,10023,22,9822,2007,2008,Answer: 2006-2009,2006,2009,0.5,0.5,1,1,1.0,0,0,0,722,
679,11509,22,10057,2008,2010,Answer: 1999-2001,1999,2001,-0.5,0.08333333333333333,9,9,9.0,0,0,0,670,
680,4381,14,3498,1995,1998,Answer: 1989-2001,1989,2001,0.3076923076923077,0.3076923076923077,6,3,4.5,0,0,0,702,
681,8197,20,5762,1958,1958,Answer: 1950-1979,1950,1979,0.03333333333333333,0.03333333333333333,8,21,14.5,0,0,0,694,
682,3167,11,3095,1988,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,718,
683,12390,22,11279,2013,2013,Answer: 2007-2009,2007,2009,-0.42857142857142855,0.14285714285714285,6,4,5.0,0,0,0,684,
684,8171,17,7754,2004,2004,Answer: 2001-2014,2001,2014,0.07142857142857142,0.07142857142857142,3,10,6.5,0,0,0,709,
685,8353,20,5762,1965,1965,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
686,12329,22,10273,2001,2002,Answer: 1999-2004,1999,2004,0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,668,
687,2465,20,6012,1922,1922,Answer: 1921-1923,1921,1923,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,686,
688,5103,15,5022,2005,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,598,
689,1057,1,332,1917,1917,Answer: 1917-1918,1917,1918,0.5,0.5,0,1,0.5,0,0,0,723,
690,11668,22,10202,1994,1998,Answer: 1996-2001,1996,2001,0.375,0.375,2,3,2.5,0,0,0,736,
691,6484,17,6201,1964,1964,Answer: 1963-1963,1963,1963,0.0,0.5,1,1,1.0,0,0,0,524,
692,6511,17,6059,1905,1905,Answer: 1902-1931,1902,1931,0.03333333333333333,0.03333333333333333,3,26,14.5,0,0,0,703,
693,8725,20,8728,2003,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,730,
694,11848,22,9879,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
695,8552,19,9149,,1996,Answer: 1950-1989,1950,1989,0.0,0.0,,7,,0,0,0,654,
696,3310,13,3252,1960,,Answer: 1960-1960,1960,1960,0.0,0.0,0,,,0,0,0,705,
697,11381,22,10128,2015,2015,Answer: 2009-2013,2009,2013,-0.14285714285714285,0.14285714285714285,6,2,4.0,0,0,0,706,
698,7959,20,7960,2001,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,666,
699,11738,22,10020,2014,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
700,11305,22,10209,2008,2013,Answer: 2010-2012,2010,2012,0.5,0.5,2,1,1.5,0,0,0,674,
701,2269,17,5898,1996,1996,Answer: 1996-1996,1996,1996,1.0,1.0,0,0,0.0,0,0,0,537,
702,3033,23,2952,1966,1969,Answer: 1966-1969,1966,1969,1.0,1.0,0,0,0.0,0,0,0,720,
703,10495,22,9809,2000,2006,Answer: 2015-2017,2015,2017,-0.4444444444444444,0.05555555555555555,15,11,13.0,0,0,0,710,
704,11561,22,10523,1998,2002,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
705,10731,22,9617,1957,1961,Answer: 1957-1961,1957,1961,1.0,1.0,0,0,0.0,0,0,0,676,
706,8494,20,6780,1944,1944,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
707,2860,14,3802,1992,1994,Answer: 1992-1994,1992,1994,1.0,1.0,0,0,0.0,0,0,0,686,
708,12367,22,9996,1990,1991,Answer: 1990-1993,1990,1993,0.5,0.5,0,2,1.0,0,0,0,730,
709,11528,22,10224,2003,2003,Answer: 2003-2010,2003,2010,0.125,0.125,0,7,3.5,0,0,0,714,
710,9405,20,7301,1989,1989,Answer: 1984-1984,1984,1984,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,718,
711,12316,22,10741,1998,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
712,5761,17,6678,2011,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,743,
713,788,1,444,2004,,Answer: 1946-2024,1946,2024,0.0,0.0,58,,,0,0,0,693,
714,11799,22,9902,2005,2005,Answer: 2001-2004,2001,2004,0.0,0.2,4,1,2.5,0,0,0,728,
715,10816,22,9822,1994,1995,Answer: 1992-1994,1992,1994,0.25,0.25,2,1,1.5,0,0,0,724,
716,8428,17,6640,1963,1963,Answer: ####-####,,,0.0,0.0,,,,0,0,0,675,
717,7528,17,7030,1980,1980,Answer: ####-####,,,0.0,0.0,,,,0,0,0,693,
718,11980,22,10611,2013,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
719,11412,22,9941,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
720,765,1,767,1796,1928,Answer: 1744-1928,1744,1928,0.7189189189189189,0.7189189189189189,52,0,26.0,0,0,0,709,
721,7790,20,6669,1980,1980,Answer: 1997-1997,1997,1997,-0.8888888888888888,0.05555555555555555,17,17,17.0,0,0,0,740,
722,7730,17,7732,1983,1983,Answer: ####-####,,,0.0,0.0,,,,0,0,0,677,
723,10748,22,9706,1993,1995,Answer: 1994-1997,1994,1997,0.4,0.4,1,2,1.5,0,0,0,686,
724,1044,1,125,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,709,
725,11638,22,10171,2008,2013,Answer: 2004-2014,2004,2014,0.5454545454545454,0.5454545454545454,4,1,2.5,0,0,0,722,
726,11284,22,10957,2003,2004,Answer: 2000-2003,2000,2003,0.2,0.2,3,1,2.0,0,0,0,694,
727,11682,22,10209,1982,1988,Answer: 1982-1991,1982,1991,0.7,0.7,0,3,1.5,0,0,0,674,
728,8258,17,8259,1995,1995,Answer: 1996-1996,1996,1996,0.0,0.5,1,1,1.0,0,0,0,713,
729,11017,22,11018,2013,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,553,
730,10841,22,5655,2013,2016,Answer: 2014-2016,2014,2016,0.75,0.75,1,0,0.5,0,0,0,654,
731,11535,22,10427,1979,1984,Answer: 1983-1987,1983,1987,0.2222222222222222,0.2222222222222222,4,3,3.5,0,0,0,680,
732,3997,14,3455,2015,2017,Answer: 2019-2024,2019,2024,-0.1,0.1,4,7,5.5,0,0,0,578,
733,11259,22,9572,2016,2017,Answer: 2012-2015,2012,2015,0.0,0.16666666666666666,4,2,3.0,0,0,0,690,
734,10070,22,9840,2008,2009,Answer: 2019-2024,2019,2024,-0.5294117647058824,0.058823529411764705,11,15,13.0,0,0,0,684,
735,11108,22,10094,2004,2008,Answer: 2002-2010,2002,2010,0.5555555555555556,0.5555555555555556,2,2,2.0,0,0,0,706,
736,8578,17,6023,1986,1986,Answer: 1993-1993,1993,1993,-0.75,0.125,7,7,7.0,0,0,0,735,
737,5500,22,9785,1994,2011,Answer: 1994-2011,1994,2011,1.0,1.0,0,0,0.0,0,0,0,698,
738,12213,22,10724,2006,2007,Answer: 2006-2007,2006,2007,1.0,1.0,0,0,0.0,0,0,0,728,
739,2805,17,4313,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,551,
740,9264,20,6706,1920,1920,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
741,11985,22,9683,1980,1981,Answer: 1973-1974,1973,1974,-0.5555555555555556,0.1111111111111111,7,7,7.0,0,0,0,680,
742,12199,22,11767,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
743,10955,22,9996,1994,1995,Answer: 1992-1995,1992,1995,0.5,0.5,2,0,1.0,0,0,0,730,
744,11600,22,9880,2008,2011,Answer: 2007-2013,2007,2013,0.5714285714285714,0.5714285714285714,1,2,1.5,0,0,0,690,
745,11025,22,10248,1998,2014,Answer: 1998-2011,1998,2011,0.8235294117647058,0.8235294117647058,0,3,1.5,0,0,0,720,
746,11244,22,9548,2013,2014,Answer: 2001-2004,2001,2004,-0.5714285714285714,0.07142857142857142,12,10,11.0,0,0,0,674,
747,10070,22,9840,2009,,Answer: 2019-2024,2019,2024,0.0,0.0,10,,,0,0,0,684,
748,11941,22,9635,2003,2008,Answer: 2007-2009,2007,2009,0.2857142857142857,0.2857142857142857,4,1,2.5,0,0,0,676,
749,7312,20,7607,2010,2010,Answer: 2010-2010,2010,2010,1.0,1.0,0,0,0.0,0,0,0,692,
750,11473,22,9900,2002,2005,Answer: 2000-2003,2000,2003,0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,684,
751,11239,22,10165,2009,2011,Answer: 2007-2012,2007,2012,0.5,0.5,2,1,1.5,0,0,0,660,
752,12137,22,10421,2005,2006,Answer: 2005-2006,2005,2006,1.0,1.0,0,0,0.0,0,0,0,712,
753,6266,17,6110,1910,1910,Answer: ####-####,,,0.0,0.0,,,,0,0,0,693,
754,11690,22,11081,2009,2011,Answer: 2013-2014,2013,2014,-0.16666666666666666,0.16666666666666666,4,3,3.5,0,0,0,680,
755,9004,17,5845,2016,2016,Answer: ####-####,,,0.0,0.0,,,,0,0,0,693,
756,10336,22,9744,2004,2004,Answer: 1997-1999,1997,1999,-0.5,0.125,7,5,6.0,0,0,0,696,
757,3813,14,3724,2011,2016,Answer: 2011-2016,2011,2016,1.0,1.0,0,0,0.0,0,0,0,615,
758,1877,20,7513,1988,1988,Answer: 1971-1987,1971,1987,0.0,0.05555555555555555,17,1,9.0,0,0,0,724,
759,7277,17,7280,1996,1996,Answer: 1997-1997,1997,1997,0.0,0.5,1,1,1.0,0,0,0,741,
760,12034,22,10957,1997,1999,Answer: 2007-2008,2007,2008,-0.5833333333333334,0.08333333333333333,10,9,9.5,0,0,0,690,
761,11843,22,9727,1997,2001,Answer: 1994-1997,1994,1997,0.125,0.125,3,4,3.5,0,0,0,684,
762,8108,17,6213,1989,1989,Answer: ####-####,,,0.0,0.0,,,,0,0,0,579,
763,5671,17,6763,1992,1992,Answer: 1992-2003,1992,2003,0.08333333333333333,0.08333333333333333,0,11,5.5,0,0,0,699,
764,12448,22,9938,2004,2005,Answer: 2003-2005,2003,2005,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,756,
765,8940,20,6706,1935,1935,Answer: 1934-1934,1934,1934,0.0,0.5,1,1,1.0,0,0,0,720,
766,1042,1,687,,2015,Answer: 1972-2015,1972,2015,0.0,0.0,,0,,0,0,0,721,
767,8023,17,7558,1985,1985,Answer: ####-####,,,0.0,0.0,,,,0,0,0,747,
768,5695,22,5648,1996,1998,Answer: 1995-1996,1995,1996,0.25,0.25,1,2,1.5,0,0,0,686,
769,11099,22,10068,2003,2003,Answer: 2013-2014,2013,2014,-0.75,0.08333333333333333,10,11,10.5,0,0,0,696,
770,9987,22,9980,2003,2004,Answer: 2009-2010,2009,2010,-0.5,0.125,6,6,6.0,0,0,0,676,
771,10923,22,10494,1985,1986,Answer: ####-####,,,0.0,0.0,,,,0,0,0,704,
772,12472,22,10522,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,666,
773,12065,22,9996,2005,2005,Answer: 2003-2006,2003,2006,0.25,0.25,2,1,1.5,0,0,0,732,
774,10821,22,9853,2002,2005,Answer: 2005-2005,2005,2005,0.25,0.25,3,0,1.5,0,0,0,740,
775,11766,22,10666,2004,2005,Answer: 2013-2014,2013,2014,-0.6363636363636364,0.09090909090909091,9,9,9.0,0,0,0,678,
776,8759,20,6706,1923,1923,Answer: 1929-1929,1929,1929,-0.7142857142857143,0.14285714285714285,6,6,6.0,0,0,0,726,
777,7093,20,7094,2002,2002,Answer: 1992-2018,1992,2018,0.037037037037037035,0.037037037037037035,10,16,13.0,0,0,0,738,
778,4586,17,5816,1925,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,600,
779,12122,22,5650,2006,2006,Answer: 1999-2001,1999,2001,-0.5,0.125,7,5,6.0,0,0,0,706,
780,4754,14,3696,1969,1996,Answer: 1969-1996,1969,1996,1.0,1.0,0,0,0.0,0,0,0,554,
781,2136,6,173,1815,1871,Answer: 1701-1918,1701,1918,0.26146788990825687,0.26146788990825687,114,47,80.5,0,0,0,670,
782,7393,20,8368,1959,1959,Answer: 1960-1989,1960,1989,0.0,0.03225806451612903,1,30,15.5,0,0,0,722,
783,9384,20,5722,1997,1997,Answer: 1998-1998,1998,1998,0.0,0.5,1,1,1.0,0,0,0,726,
784,8440,17,5860,1904,1904,Answer: ####-####,,,0.0,0.0,,,,0,0,0,687,
785,8441,20,7092,1964,1964,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
786,11730,22,10762,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,718,
787,12037,22,10288,2000,2003,Answer: 2008-2010,2008,2010,-0.36363636363636365,0.09090909090909091,8,7,7.5,0,0,0,682,
788,11593,22,9625,2008,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
789,11025,22,10243,2009,,Answer: 2009-2019,2009,2019,0.0,0.0,0,,,0,0,0,702,
790,1837,23,2986,1975,1975,Answer: ####-####,,,0.0,0.0,,,,0,0,0,734,
791,12150,22,10314,2013,2014,Answer: 2007-2010,2007,2010,-0.25,0.125,6,4,5.0,0,0,0,694,
792,10933,22,10365,2008,2009,Answer: 2007-2009,2007,2009,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,746,
793,5409,20,5798,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,710,
794,11374,22,10052,2006,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
795,9649,22,9610,2014,2014,Answer: 2011-2013,2011,2013,0.0,0.25,3,1,2.0,0,0,0,748,
796,8011,20,9323,2008,2008,Answer: 1998-2002,1998,2002,-0.45454545454545453,0.09090909090909091,10,6,8.0,0,0,0,726,
797,768,1,291,1993,2004,Answer: 1934-2024,1934,2024,0.13186813186813187,0.13186813186813187,59,20,39.5,0,0,0,707,
798,12111,22,9993,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
799,12449,22,9557,1967,1967,Answer: 1966-1966,1966,1966,0.0,0.5,1,1,1.0,0,0,0,736,
800,5840,20,5665,1982,1982,Answer: ####-####,,,0.0,0.0,,,,0,0,0,712,
801,11076,22,10590,2007,2008,Answer: 2007-2008,2007,2008,1.0,1.0,0,0,0.0,0,0,0,692,
802,9983,22,9538,1995,1997,Answer: 1995-1999,1995,1999,0.6,0.6,0,2,1.0,0,0,0,716,
803,1342,1,953,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,681,
804,12146,22,9629,2010,2013,Answer: 2010-2011,2010,2011,0.5,0.5,0,2,1.0,0,0,0,668,
805,1877,20,6306,1978,1978,Answer: 1967-1978,1967,1978,0.08333333333333333,0.08333333333333333,11,0,5.5,0,0,0,722,
806,349,18,348,,2014,Answer: ####-2015,2015,2015,0.0,0.0,,1,,0,0,0,689,
